study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,,mean BD,median BD
Vincent_and_Dionne_2023,Little River,Little River22,single set of methods,5,10,Little River22-10,0.301460057,0.005611324,,,
Vincent_and_Dionne_2023,Little River,Little River22,single set of methods,10,15,Little River22-15,0.443785805,0.017826432,,,
Vincent_and_Dionne_2023,Little River,Little River22,single set of methods,15,20,Little River22-20,0.44895767,0.002714263,,,
Vincent_and_Dionne_2023,Little River,Little River23,single set of methods,0,5,Little River23-5,0.534890197,0.055847854,,,
Vincent_and_Dionne_2023,Little River,Little River23,single set of methods,5,10,Little River23-10,0.579348345,0.053184347,,,
Vincent_and_Dionne_2023,Little River,Little River23,single set of methods,10,15,Little River23-15,0.466164067,0.040724562,,,
Vincent_and_Dionne_2023,Little River,Little River23,single set of methods,15,20,Little River23-20,0.370285646,0.030387924,,,
Vincent_and_Dionne_2023,Little River,Little River24,single set of methods,0,5,Little River24-5,0.504754137,0.050764458,,,
Vincent_and_Dionne_2023,Little River,Little River24,single set of methods,5,10,Little River24-10,0.300465468,0.015983243,,,
Vincent_and_Dionne_2023,Little River,Little River24,single set of methods,10,15,Little River24-15,0.32851289,0.021141254,,,
Vincent_and_Dionne_2023,Little River,Little River24,single set of methods,15,20,Little River24-20,0.339055538,0.025005628,,,
Vincent_and_Dionne_2023,Little River,Little River25,single set of methods,0,5,Little River25-5,0.550803628,0.051221056,,,
Vincent_and_Dionne_2023,Little River,Little River25,single set of methods,5,10,Little River25-10,0.585216423,0.054854691,,,
Vincent_and_Dionne_2023,Little River,Little River25,single set of methods,10,15,Little River25-15,0.344426321,0.015761852,,,
Vincent_and_Dionne_2023,Little River,Little River25,single set of methods,15,20,Little River25-20,0.69462126,0.045807394,,,
Vincent_and_Dionne_2023,Little River,Little River26,single set of methods,0,5,Little River26-5,0.400919001,0.016672927,,,
Vincent_and_Dionne_2023,Little River,Little River26,single set of methods,5,10,Little River26-10,0.642007479,0.043307507,,,
Vincent_and_Dionne_2023,Little River,Little River26,single set of methods,10,15,Little River26-15,0.67960296,0.044650573,,,
Vincent_and_Dionne_2023,Little River,Little River26,single set of methods,15,20,Little River26-20,0.617242202,0.03720567,,,
Vincent_and_Dionne_2023,Little River,Little River27,single set of methods,0,5,Little River27-5,0.400819542,0.017204814,,,
Vincent_and_Dionne_2023,Little River,Little River27,single set of methods,5,10,Little River27-10,0.589095321,0.03875222,,,
Vincent_and_Dionne_2023,Little River,Little River27,single set of methods,10,15,Little River27-15,0.952120465,0.093951653,,,
Vincent_and_Dionne_2023,Little River,Little River27,single set of methods,15,20,Little River27-20,0.50356063,0.034338551,,,
Vincent_and_Dionne_2023,Little River,Little River28,single set of methods,0,5,Little River28-5,0.690145608,0.050870578,,,
Vincent_and_Dionne_2023,Little River,Little River28,single set of methods,5,10,Little River28-10,0.801838001,0.07159788,,,
Vincent_and_Dionne_2023,Little River,Little River28,single set of methods,10,15,Little River28-15,0.642604233,0.047129714,,,
Vincent_and_Dionne_2023,Little River,Little River28,single set of methods,15,20,Little River28-20,0.49699634,0.038892012,,,
Vincent_and_Dionne_2023,Little River,Little River29,single set of methods,0,5,Little River29-5,0.425385901,0.01541724,,,
Vincent_and_Dionne_2023,Little River,Little River29,single set of methods,5,10,Little River29-10,1.064409612,0.082335256,,,
Vincent_and_Dionne_2023,Little River,Little River29,single set of methods,10,15,Little River29-15,0.42071133,0.036598238,,,
Vincent_and_Dionne_2023,Little River,Little River29,single set of methods,15,20,Little River29-20,0.427573997,0.045331573,,,
Vincent_and_Dionne_2023,Little River,Little River30,single set of methods,0,5,Little River30-5,0.730028644,0.098655359,,,
Vincent_and_Dionne_2023,Little River,Little River30,single set of methods,5,10,Little River30-10,0.463677594,0.036360666,,,
Vincent_and_Dionne_2023,Little River,Little River30,single set of methods,10,15,Little River30-15,0.536282623,0.05703412,,,
Vincent_and_Dionne_2023,Little River,Little River30,single set of methods,15,20,Little River30-20,0.57417648,0.063793643,,,
Vincent_and_Dionne_2023,Little River,Little River31,single set of methods,0,5,Little River31-5,0.397537397,0.035578688,,,
Vincent_and_Dionne_2023,Little River,Little River31,single set of methods,5,10,Little River31-10,0.343829567,0.025878298,,,
Vincent_and_Dionne_2023,Little River,Little River31,single set of methods,10,15,Little River31-15,0.431353437,0.035753389,,,
Vincent_and_Dionne_2023,Little River,Little River31,single set of methods,15,20,Little River31-20,0.487945576,0.042166479,,,
Vincent_and_Dionne_2023,Little River,Little River32,single set of methods,0,5,Little River32-5,0.430557766,0.036394122,,,
Vincent_and_Dionne_2023,Little River,Little River32,single set of methods,5,10,Little River32-10,0.499383355,0.053790729,,,
Vincent_and_Dionne_2023,Little River,Little River32,single set of methods,10,15,Little River32-15,0.530712922,0.051603344,,,
Vincent_and_Dionne_2023,Little River,Little River32,single set of methods,15,20,Little River32-20,0.391868237,0.034636489,,,
Vincent_and_Dionne_2023,Little River,Little River33,single set of methods,0,5,Little River33-5,0.388486633,0.019639215,,,
Vincent_and_Dionne_2023,Little River,Little River33,single set of methods,5,10,Little River33-10,0.281568269,0.011504191,,,
Vincent_and_Dionne_2023,Little River,Little River33,single set of methods,10,15,Little River33-15,0.392962285,0.023286456,,,
Vincent_and_Dionne_2023,Little River,Little River33,single set of methods,15,20,Little River33-20,0.474021324,0.038123662,,,
Vincent_and_Dionne_2023,Little River,Little River34,single set of methods,0,5,Little River34-5,0.769613304,0.075752225,,,
Vincent_and_Dionne_2023,Little River,Little River34,single set of methods,5,10,Little River34-10,0.750915022,0.083088447,,,
Vincent_and_Dionne_2023,Little River,Little River34,single set of methods,10,15,Little River34-15,0.418125398,0.027880863,,,
Vincent_and_Dionne_2023,Little River,Little River34,single set of methods,15,20,Little River34-20,0.418125398,0.023704995,,,
Vincent_and_Dionne_2023,Little River,Little River35,single set of methods,0,5,Little River35-5,0.413649745,0.019013605,,,
Vincent_and_Dionne_2023,Little River,Little River35,single set of methods,5,10,Little River35-10,0.610976289,0.052121016,,,
Vincent_and_Dionne_2023,Little River,Little River35,single set of methods,10,15,Little River35-15,0.734802673,0.063559321,,,
Vincent_and_Dionne_2023,Little River,Little River35,single set of methods,15,20,Little River35-20,0.737388606,0.059668012,,,
Vincent_and_Dionne_2023,Little River,Little River36,single set of methods,0,5,Little River36-5,0.37744669,0.019403178,,,
Vincent_and_Dionne_2023,Little River,Little River36,single set of methods,5,10,Little River36-10,0.710932527,0.072321391,,,
Vincent_and_Dionne_2023,Little River,Little River36,single set of methods,10,15,Little River36-15,0.569302992,0.050834317,,,
Vincent_and_Dionne_2023,Little River,Little River36,single set of methods,15,20,Little River36-20,0.493515277,0.03450035,,,
Vincent_and_Dionne_2023,Little River,Little River37,single set of methods,0,5,Little River37-5,0.366605665,0.025673379,,,
Vincent_and_Dionne_2023,Little River,Little River37,single set of methods,5,10,Little River37-10,0.30026655,0.01962977,,,
Vincent_and_Dionne_2023,Little River,Little River37,single set of methods,10,15,Little River37-15,0.363522438,0.023290464,,,
Vincent_and_Dionne_2023,Little River,Little River37,single set of methods,15,20,Little River37-20,0.435033418,0.045673276,,,
Vincent_and_Dionne_2023,Little River,Little River38,single set of methods,0,5,Little River38-5,0.30026655,0.016045916,,,
Vincent_and_Dionne_2023,Little River,Little River38,single set of methods,5,10,Little River38-10,0.452239815,0.037595906,,,
Vincent_and_Dionne_2023,Little River,Little River38,single set of methods,10,15,Little River38-15,0.612667091,0.061743879,,,
Vincent_and_Dionne_2023,Little River,Little River38,single set of methods,15,20,Little River38-20,0.686664545,0.060551904,,,
Vincent_and_Dionne_2023,Little River,Little River39,single set of methods,0,5,Little River39-5,0.449554424,0.037206681,,,
Vincent_and_Dionne_2023,Little River,Little River39,single set of methods,5,10,Little River39-10,0.505649268,0.041994488,,,
Vincent_and_Dionne_2023,Little River,Little River39,single set of methods,10,15,Little River39-15,0.451046308,0.035444062,,,
Vincent_and_Dionne_2023,Little River,Little River39,single set of methods,15,20,Little River39-20,0.389182845,0.034111316,,,
Vincent_and_Dionne_2023,Little River,Little River40,single set of methods,0,5,Little River40-5,0.241287397,0.012609656,,,
Vincent_and_Dionne_2023,Little River,Little River40,single set of methods,5,10,Little River40-10,0.241983609,0.009877057,,,
Vincent_and_Dionne_2023,Little River,Little River40,single set of methods,10,15,Little River40-15,0.421407543,0.032959614,,,
Vincent_and_Dionne_2023,Little River,Little River40,single set of methods,15,20,Little River40-20,0.385502864,0.026980995,,,
Vincent_and_Dionne_2023,Little River,Little River41,single set of methods,0,5,Little River41-5,0.576364577,0.041847242,,,
Vincent_and_Dionne_2023,Little River,Little River41,single set of methods,5,10,Little River41-10,0.376452101,0.02333591,,,
Vincent_and_Dionne_2023,Little River,Little River41,single set of methods,10,15,Little River41-15,0.605704965,0.05251694,,,
Vincent_and_Dionne_2023,Little River,Little River41,single set of methods,15,20,Little River41-20,0.299371419,0.015426107,,,
Vincent_and_Dionne_2023,Little River,Little River42,single set of methods,0,5,Little River42-5,0.338359325,0.017902706,,,
Vincent_and_Dionne_2023,Little River,Little River42,single set of methods,5,10,Little River42-10,0.399626034,0.024023231,,,
Vincent_and_Dionne_2023,Little River,Little River42,single set of methods,10,15,Little River42-15,0.462086251,0.030868795,,,
Vincent_and_Dionne_2023,Little River,Little River42,single set of methods,15,20,Little River42-20,0.41414704,0.025807661,,,
Vincent_and_Dionne_2023,Little River,Little River43,single set of methods,0,5,Little River43-5,0.551698759,0.038793267,,,
Vincent_and_Dionne_2023,Little River,Little River43,single set of methods,5,10,Little River43-10,0.467158657,0.03170361,,,
Vincent_and_Dionne_2023,Little River,Little River43,single set of methods,10,15,Little River43-15,0.538669637,0.037678985,,,
Vincent_and_Dionne_2023,Little River,Little River43,single set of methods,15,20,Little River43-20,0.87344844,0.087340792,,,
Vincent_and_Dionne_2023,Little River,Little River44,single set of methods,0,5,Little River44-5,0.594068269,0.05416915,,,
Vincent_and_Dionne_2023,Little River,Little River44,single set of methods,5,10,Little River44-10,0.58074077,0.058358738,,,
Vincent_and_Dionne_2023,Little River,Little River44,single set of methods,10,15,Little River44-15,0.38689529,0.030085968,,,
Vincent_and_Dionne_2023,Little River,Little River44,single set of methods,15,20,Little River44-20,0.252128421,0.01427352,,,
Vincent_and_Dionne_2023,Little River,Little River45,single set of methods,0,5,Little River45-5,0.273213717,0.017069929,,,
Vincent_and_Dionne_2023,Little River,Little River45,single set of methods,5,10,Little River45-10,0.235021483,0.013773922,,,
Vincent_and_Dionne_2023,Little River,Little River45,single set of methods,10,15,Little River45-15,0.373766709,0.034358015,,,
Vincent_and_Dionne_2023,Little River,Little River45,single set of methods,15,20,Little River45-20,0.430657225,0.04258438,,,
Vincent_and_Dionne_2023,Little River,Little River46,single set of methods,0,5,Little River46-5,0.325827498,0.02038372,,,
Vincent_and_Dionne_2023,Little River,Little River46,single set of methods,5,10,Little River46-10,0.394752546,0.035443035,,,
Vincent_and_Dionne_2023,Little River,Little River46,single set of methods,10,15,Little River46-15,0.423396722,0.043315636,,,
Vincent_and_Dionne_2023,Little River,Little River46,single set of methods,15,20,Little River46-20,0.377645608,0.03308458,,,
Vincent_and_Dionne_2023,Little River,Little River47,single set of methods,0,5,Little River47-5,0.36988781,0.024694552,,,
Vincent_and_Dionne_2023,Little River,Little River47,single set of methods,5,10,Little River47-10,0.552196053,0.045882881,,,
Vincent_and_Dionne_2023,Little River,Little River47,single set of methods,10,15,Little River47-15,0.680895926,0.069293932,,,
Vincent_and_Dionne_2023,Little River,Little River47,single set of methods,15,20,Little River47-20,0.7323162,0.083242538,,,
Vincent_and_Dionne_2023,Little River,Little River48,single set of methods,0,5,Little River48-5,0.379734246,0.029295817,,,
Vincent_and_Dionne_2023,Little River,Little River48,single set of methods,5,10,Little River48-10,0.247354392,0.013781793,,,
Vincent_and_Dionne_2023,Little River,Little River48,single set of methods,10,15,Little River48-15,0.295393062,0.019745233,,,
Vincent_and_Dionne_2023,Little River,Little River48,single set of methods,15,20,Little River48-20,0.318069701,0.02132596,,,
Vincent_and_Dionne_2023,Little River,Little River49,single set of methods,0,5,Little River49-5,0.755291216,0.077425947,,,
Vincent_and_Dionne_2023,Little River,Little River49,single set of methods,5,10,Little River49-10,0.856043125,0.092632624,,,
Vincent_and_Dionne_2023,Little River,Little River49,single set of methods,10,15,Little River49-15,0.724458943,0.078094465,,,
Vincent_and_Dionne_2023,Little River,Little River49,single set of methods,15,20,Little River49-20,0.494808243,0.052132806,,,
Vincent_and_Dionne_2023,Little River,Little River50,single set of methods,0,5,Little River50-5,0.811286601,0.097732421,,,
Vincent_and_Dionne_2023,Little River,Little River50,single set of methods,5,10,Little River50-10,0.672939211,0.021233962,,,
Vincent_and_Dionne_2023,Little River,Little River50,single set of methods,10,15,Little River50-15,0.572187301,0.030367676,,,
Vincent_and_Dionne_2023,Little River,Little River50,single set of methods,15,20,Little River50-20,0.473225652,0.030376937,,,
Vincent_and_Dionne_2023,Little River,Little River51,single set of methods,0,5,Little River51-5,0.934516232,0.093408757,,,
Vincent_and_Dionne_2023,Little River,Little River51,single set of methods,5,10,Little River51-10,0.863502546,0.082148092,,,
Vincent_and_Dionne_2023,Little River,Little River51,single set of methods,10,15,Little River51-15,0.881504615,0.079834851,,,
Vincent_and_Dionne_2023,Little River,Little River51,single set of methods,15,20,Little River51-20,1.039246499,0.074945025,,,
Vincent_and_Dionne_2023,Little River,Little River52,single set of methods,0,5,Little River52-5,0.879316518,0.070792046,,,
Vincent_and_Dionne_2023,Little River,Little River52,single set of methods,5,10,Little River52-10,1.029797899,0.09546773,,,
Vincent_and_Dionne_2023,Little River,Little River52,single set of methods,10,15,Little River52-15,0.874244112,0.073359799,,,
Vincent_and_Dionne_2023,Little River,Little River52,single set of methods,15,20,Little River52-20,0.773492202,0.06493722,,,
Vincent_and_Dionne_2023,Little River,Little River53,single set of methods,0,5,Little River53-5,1.099618078,0.098729703,,,
Vincent_and_Dionne_2023,Little River,Little River53,single set of methods,5,10,Little River53-10,1.322107734,0.122620798,,,
Vincent_and_Dionne_2023,Little River,Little River53,single set of methods,10,15,Little River53-15,1.498150064,0.126819871,,,
Vincent_and_Dionne_2023,Little River,Little River53,single set of methods,15,20,Little River53-20,2.242799173,0.163298208,,,
Vincent_and_Dionne_2023,Little River,Little River54,single set of methods,0,5,Little River54-5,1.020150382,0.076990297,,,
Vincent_and_Dionne_2023,Little River,Little River54,single set of methods,5,10,Little River54-10,1.070973902,0.080036934,,,
Vincent_and_Dionne_2023,Little River,Little River54,single set of methods,10,15,Little River54-15,1.168543125,0.033003809,,,
Vincent_and_Dionne_2023,Little River,Little River54,single set of methods,15,20,Little River54-20,1.308282941,0.111177037,,,
Vincent_and_Dionne_2023,Little River,Little River55,single set of methods,0,5,Little River55-5,0.92616168,0.073121044,,,
Vincent_and_Dionne_2023,Little River,Little River55,single set of methods,5,10,Little River55-10,0.82172979,0.064775071,,,
Vincent_and_Dionne_2023,Little River,Little River55,single set of methods,10,15,Little River55-15,0.790400223,0.064152047,,,
Vincent_and_Dionne_2023,Little River,Little River55,single set of methods,15,20,Little River55-20,0.705860121,0.053877773,,,
Vincent_and_Dionne_2023,Little River,Little River56,single set of methods,0,5,Little River56-5,0.88011219,0.065017029,,,
Vincent_and_Dionne_2023,Little River,Little River56,single set of methods,5,10,Little River56-10,1.186744112,0.108308943,,,
Vincent_and_Dionne_2023,Little River,Little River56,single set of methods,10,15,Little River56-15,1.036958943,0.085822312,,,
Vincent_and_Dionne_2023,Little River,Little River56,single set of methods,15,20,Little River56-20,1.165360439,0.09214919,,,
Vincent_and_Dionne_2023,Little River,Little River57,single set of methods,0,5,Little River57-5,0.454129535,0.041371713,,,
Vincent_and_Dionne_2023,Little River,Little River57,single set of methods,5,10,Little River57-10,0.512511935,0.057218054,,,
Vincent_and_Dionne_2023,Little River,Little River57,single set of methods,10,15,Little River57-15,0.756086887,0.120856293,,,
Vincent_and_Dionne_2023,Little River,Little River57,single set of methods,15,20,Little River57-20,0.923177912,0.180963199,,,
Vincent_and_Dionne_2023,Little River,Little River58,single set of methods,0,5,Little River58-5,0.807109325,0.069846883,,,
Vincent_and_Dionne_2023,Little River,Little River58,single set of methods,5,10,Little River58-10,0.806512572,0.078686272,,,
Vincent_and_Dionne_2023,Little River,Little River58,single set of methods,10,15,Little River58-15,0.662993316,0.07646068,,,
Vincent_and_Dionne_2023,Little River,Little River58,single set of methods,15,20,Little River58-20,0.45462683,0.037607841,,,
Vincent_and_Dionne_2023,Little River,Little River59,single set of methods,0,5,Little River59-5,0.674729472,0.065022984,,,
Vincent_and_Dionne_2023,Little River,Little River59,single set of methods,5,10,Little River59-10,0.968730108,0.127847855,,,
Vincent_and_Dionne_2023,Little River,Little River59,single set of methods,10,15,Little River59-15,1.124383355,0.118418166,,,
Vincent_and_Dionne_2023,Little River,Little River59,single set of methods,15,20,Little River59-20,1.355327021,0.151199796,,,
Vincent_and_Dionne_2023,Little River,Little River60,single set of methods,0,5,Little River60-5,0.48943746,0.036817429,,,
Vincent_and_Dionne_2023,Little River,Little River60,single set of methods,5,10,Little River60-10,0.466164067,0.035696474,,,
Vincent_and_Dionne_2023,Little River,Little River60,single set of methods,10,15,Little River60-15,0.459003024,0.038685509,,,
Vincent_and_Dionne_2023,Little River,Little River60,single set of methods,15,20,Little River60-20,0.494310948,0.045682894,,,
Vincent_and_Dionne_2023,Little River,Little River61,single set of methods,0,5,Little River61-5,0.601726607,0.056501315,,,
Vincent_and_Dionne_2023,Little River,Little River61,single set of methods,5,10,Little River61-10,0.737189688,0.064855903,,,
Vincent_and_Dionne_2023,Little River,Little River61,single set of methods,10,15,Little River61-15,0.954010185,0.084832792,,,
Vincent_and_Dionne_2023,Little River,Little River61,single set of methods,15,20,Little River61-20,0.935212444,0.084083803,,,
Vincent_and_Dionne_2023,Little River,Little River62,single set of methods,0,5,Little River62-5,0.709937938,0.063012622,,,
Vincent_and_Dionne_2023,Little River,Little River62,single set of methods,5,10,Little River62-10,0.763645767,0.061354404,,,
Vincent_and_Dionne_2023,Little River,Little River62,single set of methods,10,15,Little River62-15,0.800445576,0.06539406,,,
Vincent_and_Dionne_2023,Little River,Little River62,single set of methods,15,20,Little River62-20,0.935510821,0.068038019,,,
Vincent_and_Dionne_2023,Little River,Little River63,single set of methods,0,5,Little River63-5,0.79726289,0.066867415,,,
Vincent_and_Dionne_2023,Little River,Little River63,single set of methods,5,10,Little River63-10,0.757379854,0.067970557,,,
Vincent_and_Dionne_2023,Little River,Little River63,single set of methods,10,15,Little River63-15,0.483967218,0.034406508,,,
Vincent_and_Dionne_2023,Little River,Little River63,single set of methods,15,20,Little River63-20,0.615352482,0.050625812,,,
Vincent_and_Dionne_2023,Little River,Little River64,single set of methods,0,5,Little River64-5,0.699693666,0.055527969,,,
Vincent_and_Dionne_2023,Little River,Little River64,single set of methods,5,10,Little River64-10,0.912635264,0.09476075,,,
Vincent_and_Dionne_2023,Little River,Little River64,single set of methods,10,15,Little River64-15,0.811883355,0.080314363,,,
Vincent_and_Dionne_2023,Little River,Little River64,single set of methods,15,20,Little River64-20,0.990113781,0.084179871,,,
Vincent_and_Dionne_2023,Little River,Little River65,single set of methods,0,5,Little River65-5,0.382519096,0.033448679,,,
Vincent_and_Dionne_2023,Little River,Little River65,single set of methods,5,10,Little River65-10,0.337862031,0.027588484,,,
Vincent_and_Dionne_2023,Little River,Little River65,single set of methods,10,15,Little River65-15,0.313792966,0.024774151,,,
Vincent_and_Dionne_2023,Little River,Little River65,single set of methods,15,20,Little River65-20,0.425186983,0.041465255,,,
Vincent_and_Dionne_2023,Little River,Little River66,single set of methods,0,5,Little River66-5,0.558064131,0.049899587,,,
Vincent_and_Dionne_2023,Little River,Little River66,single set of methods,5,10,Little River66-10,0.485061267,0.044109842,,,
Vincent_and_Dionne_2023,Little River,Little River66,single set of methods,10,15,Little River66-15,0.391370942,0.036523715,,,
Vincent_and_Dionne_2023,Little River,Little River66,single set of methods,15,20,Little River66-20,0.267544558,0.017545179,,,
Vincent_and_Dionne_2023,Little River,Little River67,single set of methods,0,5,Little River67-5,0.58829965,0.062031615,,,
Vincent_and_Dionne_2023,Little River,Little River67,single set of methods,5,10,Little River67-10,0.690742362,0.048146845,,,
Vincent_and_Dionne_2023,Little River,Little River67,single set of methods,10,15,Little River67-15,0.395448759,0.032874714,,,
Vincent_and_Dionne_2023,Little River,Little River67,single set of methods,15,20,Little River67-20,0.433640993,0.04196815,,,
Vincent_and_Dionne_2023,Little River,Little River68,single set of methods,0,5,Little River68-5,0.377148313,0.02943616,,,
Vincent_and_Dionne_2023,Little River,Little River68,single set of methods,5,10,Little River68-10,0.472330522,0.045284576,,,
Vincent_and_Dionne_2023,Little River,Little River68,single set of methods,10,15,Little River68-15,0.393559039,0.036695524,,,
Vincent_and_Dionne_2023,Little River,Little River68,single set of methods,15,20,Little River68-20,0.316080522,0.022716528,,,
Vincent_and_Dionne_2023,Little River,Little River69,single set of methods,0,5,Little River69-5,0.656826862,0.070233987,,,
Vincent_and_Dionne_2023,Little River,Little River69,single set of methods,5,10,Little River69-10,0.619032463,0.059604529,,,
Vincent_and_Dionne_2023,Little River,Little River69,single set of methods,10,15,Little River69-15,0.628978358,0.057947374,,,
Vincent_and_Dionne_2023,Little River,Little River69,single set of methods,15,20,Little River69-20,0.611175207,0.050833705,,,
Vincent_and_Dionne_2023,Little River,Little River70,single set of methods,0,5,Little River70-5,0.977283577,0.102845151,,,
Vincent_and_Dionne_2023,Little River,Little River70,single set of methods,5,10,Little River70-10,1.136020051,0.132707352,,,
Vincent_and_Dionne_2023,Little River,Little River70,single set of methods,10,15,Little River70-15,1.031687619,0.092885003,,,
Vincent_and_Dionne_2023,Little River,Little River70,single set of methods,15,20,Little River70-20,1.089473265,0.089230171,,,
Vincent_and_Dionne_2023,Little River,Little River71,single set of methods,0,5,Little River71-5,0.763546308,0.075941858,,,
Vincent_and_Dionne_2023,Little River,Little River71,single set of methods,5,10,Little River71-10,0.637830204,0.060626552,,,
Vincent_and_Dionne_2023,Little River,Little River71,single set of methods,10,15,Little River71-15,0.550704169,0.037868264,,,
Vincent_and_Dionne_2023,Little River,Little River71,single set of methods,15,20,Little River71-20,0.570496499,0.038017773,,,
Vincent_and_Dionne_2023,Little River,Little River72,single set of methods,0,5,Little River72-5,0.370981859,0.022830462,,,
Vincent_and_Dionne_2023,Little River,Little River72,single set of methods,5,10,Little River72-10,0.400720083,0.02426861,,,
Vincent_and_Dionne_2023,Little River,Little River72,single set of methods,10,15,Little River72-15,0.656727403,0.056967753,,,
Vincent_and_Dionne_2023,Little River,Little River72,single set of methods,15,20,Little River72-20,0.66359007,0.049374738,,,
Vincent_and_Dionne_2023,Little River,Little River73,single set of methods,0,5,Little River73-5,0.566915977,0.058396062,,,
Vincent_and_Dionne_2023,Little River,Little River73,single set of methods,5,10,Little River73-10,0.642305856,0.057643317,,,
Vincent_and_Dionne_2023,Little River,Little River73,single set of methods,10,15,Little River73-15,0.714612508,0.066424784,,,
Vincent_and_Dionne_2023,Little River,Little River73,single set of methods,15,20,Little River73-20,0.803130968,0.087537742,,,
Vincent_and_Dionne_2023,Little River,Little River74,single set of methods,0,5,Little River74-5,0.555677116,0.060979896,,,
Vincent_and_Dionne_2023,Little River,Little River74,single set of methods,5,10,Little River74-10,0.682586728,0.064262537,,,
Vincent_and_Dionne_2023,Little River,Little River74,single set of methods,10,15,Little River74-15,0.683581318,0.06309039,,,
Vincent_and_Dionne_2023,Little River,Little River74,single set of methods,15,20,Little River74-20,0.965447963,0.118186282,,,
Vincent_and_Dionne_2023,Little River,Little River75,single set of methods,0,5,Little River75-5,0.494112031,0.046620165,,,
Vincent_and_Dionne_2023,Little River,Little River75,single set of methods,5,10,Little River75-10,0.58829965,0.056160835,,,
Vincent_and_Dionne_2023,Little River,Little River75,single set of methods,10,15,Little River75-15,0.687659134,0.104299743,,,
Vincent_and_Dionne_2023,Little River,Little River75,single set of methods,15,20,Little River75-20,0.574574316,0.026876851,,,
Vincent_and_Dionne_2023,Little River,Little River76,single set of methods,0,5,Little River76-5,0.408776257,0.035224237,,,
Vincent_and_Dionne_2023,Little River,Little River76,single set of methods,5,10,Little River76-10,0.441697167,0.032702033,,,
Vincent_and_Dionne_2023,Little River,Little River76,single set of methods,10,15,Little River76-15,0.43771881,0.034002277,,,
Vincent_and_Dionne_2023,Little River,Little River76,single set of methods,15,20,Little River76-20,0.472231063,0.03189357,,,
Vincent_and_Dionne_2023,Little River,Little River77,single set of methods,0,5,Little River77-5,0.762651178,0.076733296,,,
Vincent_and_Dionne_2023,Little River,Little River77,single set of methods,5,10,Little River77-10,0.72475732,0.060191548,,,
Vincent_and_Dionne_2023,Little River,Little River77,single set of methods,10,15,Little River77-15,0.571292171,0.050378061,,,
Vincent_and_Dionne_2023,Little River,Little River77,single set of methods,15,20,Little River77-20,0.581337524,0.058250905,,,
Vincent_and_Dionne_2023,Little River,Little River78,single set of methods,0,5,Little River78-5,0.503461171,0.039191674,,,
Vincent_and_Dionne_2023,Little River,Little River78,single set of methods,5,10,Little River78-10,0.505052514,0.04086784,,,
Vincent_and_Dionne_2023,Little River,Little River78,single set of methods,10,15,Little River78-15,0.429662635,0.033904528,,,
Vincent_and_Dionne_2023,Little River,Little River78,single set of methods,15,20,Little River78-20,0.476408339,0.040426206,,,
Vincent_and_Dionne_2023,Little River,Little River79,single set of methods,0,5,Little River79-5,0.64668205,0.069576734,,,
Vincent_and_Dionne_2023,Little River,Little River79,single set of methods,5,10,Little River79-10,0.488442871,0.039263508,,,
Vincent_and_Dionne_2023,Little River,Little River79,single set of methods,10,15,Little River79-15,0.575171069,0.042866488,,,
Vincent_and_Dionne_2023,Little River,Little River79,single set of methods,15,20,Little River79-20,0.54026098,0.047885842,,,
Vincent_and_Dionne_2023,Little River,Little River80,single set of methods,0,5,Little River80-5,0.608390356,0.068752936,,,
Vincent_and_Dionne_2023,Little River,Little River80,single set of methods,5,10,Little River80-10,0.580442393,0.057228019,,,
Vincent_and_Dionne_2023,Little River,Little River80,single set of methods,10,15,Little River80-15,0.694422342,0.055394227,,,
Vincent_and_Dionne_2023,Little River,Little River80,single set of methods,15,20,Little River80-20,0.668065722,0.055318837,,,
Vincent_and_Dionne_2023,Little River,Little River81,single set of methods,0,5,Little River81-5,0.73510105,0.079302409,,,
Vincent_and_Dionne_2023,Little River,Little River81,single set of methods,5,10,Little River81-10,0.759369032,0.074743892,,,
Vincent_and_Dionne_2023,Little River,Little River81,single set of methods,10,15,Little River81-15,0.800346117,0.078150602,,,
Vincent_and_Dionne_2023,Little River,Little River81,single set of methods,15,20,Little River81-20,0.97420035,0.122979452,,,
Vincent_and_Dionne_2023,Little River,Little River82,single set of methods,0,5,Little River82-5,0.708147677,0.101486774,,,
Vincent_and_Dionne_2023,Little River,Little River82,single set of methods,5,10,Little River82-10,0.539266391,0.050614191,,,
Vincent_and_Dionne_2023,Little River,Little River82,single set of methods,10,15,Little River82-15,0.677812699,0.057683555,,,
Vincent_and_Dionne_2023,Little River,Little River82,single set of methods,15,20,Little River82-20,1.209122374,0.146761593,,,
Vincent_and_Dionne_2023,Little River,Little River83,single set of methods,0,5,Little River83-5,0.67860837,0.067438032,,,
Vincent_and_Dionne_2023,Little River,Little River83,single set of methods,5,10,Little River83-10,0.84619669,0.097308521,,,
Vincent_and_Dionne_2023,Little River,Little River83,single set of methods,10,15,Little River83-15,0.747931254,0.078245852,,,
Vincent_and_Dionne_2023,Little River,Little River83,single set of methods,15,20,Little River83-20,1.004535328,0.101650206,,,
Vincent_and_Dionne_2023,Little River,Little River84,single set of methods,0,5,Little River84-5,0.450051719,0.03822663,,,
